Id,organism,seedid,kingdom,phylum,mclass,order,family,genus,oxygenstat,metabolism,gram,mtype,genes,reactions,metabolites,draftcreator,draftcreated,phenotype,imgid,ncbiid,platform,kbaseid
bio/CLOSP,"""Clostridium sp. L2-50""","""Clostridium sp. L2-50 (411489.7)""",Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeUncharacterized,dcs:BacteriaGramStainTypeUncharacterized,dcs:PathogenMethodOfInvasionUncharacterized,565,1558,1117,Ines Thiele,2012-04-20,1.0,646206260.0,457396.0,dcs:DataCollectionPlatformModelSEED,
bio/CLOSP,"""Clostridium sp. SS2/1""","""Clostridium sp. SS2/1 (411484.7)""",Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative_acetate_and_lactate_converted_to_butyrate,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionCommensal,780,1092,909,Ines Thiele,2012-08-06,1.0,641736270.0,411484.0,dcs:DataCollectionPlatformModelSEED,
bio/CLOSP,"""Clostridium sp. SY8519""","""Clostridium sp. SY8519 (1042156.4)""",Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeUncharacterized,dcs:BacteriaGramStainTypeUncharacterized,dcs:PathogenMethodOfInvasionUncharacterized,685,1113,918,Eugen Bauer,2014-08-03,2.0,650716027.0,1042156.0,dcs:DataCollectionPlatformModelSEED,
bio/CLOSP,"""Clostridium spiroforme DSM 1552""","""Clostridium spiroforme DSM 1552 (428126.7)""",Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionCommensal,567,1980,1223,Ines Thiele,2012-08-06,1.0,641736169.0,428126.0,dcs:DataCollectionPlatformModelSEED,
bio/CLOSG,"""Clostridium sporogenes ATCC 15579""","""Clostridium sporogenes ATCC 15579 (471871.7)""",Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeProteolytic_few_carbohydrates_fermented,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionOpportunistic_pathogen,844,1766,1207,Eugen Bauer,2014-09-03,1.0,642791615.0,471871.0,dcs:DataCollectionPlatformModelSEED,
bio/CLOSP,"""Clostridium sporosphaeroides DSM 1294""","""Clostridium sporosphaeroides DSM 1294 (1121334.3)""",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_respiratory_or_fermentative,dcs:BacteriaGramStainTypePositive,,772,1160,914,Laura Kutt,2016-04-18,,,1121334.0,dcs:DataCollectionPlatformModelSEED,kb|g.29574
bio/CLOST,"""Clostridium sticklandii DSM 519""","""Clostridium sticklandii DSM 519 (499177.3)""",Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Acetoanaerobium,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeProteolytic_non-sachharolytic,dcs:BacteriaGramStainTypePositive,,699,1270,959,Laura Kutt,2016-04-18,,649633033.0,499177.0,dcs:DataCollectionPlatformModelSEED,kb|g.1828
bio/CLOSY,"""Clostridium symbiosum ATCC 14940""","""nan""",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,1000,1335,1052,Laura Kutt,2016-04-19,,2597490298.0,411472.0,dcs:DataCollectionPlatformModelSEED,kb|g.215864
bio/CLOSY,"""Clostridium symbiosum WAL-14163""","""Clostridium symbiosum WAL-14163 (742740.3)""",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,1008,1745,1264,Ines Thiele,2012-08-06,1.0,649989922.0,742740.0,dcs:DataCollectionPlatformModelSEED,
bio/CLOSY,"""Clostridium symbiosum WAL-14673""","""Clostridium symbiosum WAL-14673 (742741.3)""",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,961,1741,1262,Ines Thiele,2012-06-29,1.0,649989923.0,742741.0,dcs:DataCollectionPlatformModelSEED,
bio/CLOTY,"""Clostridium tyrobutyricum DSM 2637 = ATCC 25755 = JCM 11008""","""Clostridium tyrobutyricum DSM 2637 = ATCC 25755 (1121342.3)""",Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,dcs:OxygenRequirementStatusAnaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,,881,1280,999,Laura Kutt,2016-04-18,,,1121342.0,dcs:DataCollectionPlatformModelSEED,kb|g.207086
bio/CLOVI,"""Clostridium viride DSM 6836""","""nan""",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeNon-saccharolytic,dcs:BacteriaGramStainTypePositive,,542,1132,923,Laura Kutt,2016-04-18,,,1121344.0,dcs:DataCollectionPlatformModelSEED,kb|g.240353
bio/COLAE,"""Collinsella aerofaciens ATCC 25986""","""Collinsella aerofaciens ATCC 25986 (411903.6)""",Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionCommensal,540,878,732,Ines Thiele,2012-04-20,1.0,640612206.0,411903.0,dcs:DataCollectionPlatformModelSEED,
bio/COLIN,"""Collinsella intestinalis DSM 13280""","""Collinsella intestinalis DSM 13280 (521003.7)""",Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionCommensal,439,1313,916,Ines Thiele,2012-08-06,4.0,2562617146.0,521003.0,dcs:DataCollectionPlatformModelSEED,
bio/COLST,"""Collinsella stercoris DSM 13279""","""Collinsella stercoris DSM 13279 (445975.6)""",Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionCommensal,523,1807,1044,Ines Thiele,2012-08-06,2.0,642979321.0,445975.0,dcs:DataCollectionPlatformModelSEED,
bio/COLTA,"""Collinsella tanakaei YIT 12063""","""Collinsella tanakaei YIT 12063 (742742.3)""",Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionCommensal,716,1253,963,chenry,2016-04-15,,2513237344.0,742742.0,dcs:DataCollectionPlatformModelSEED,kb|g.27481
bio/COMTE,"""Comamonas testosteroni CNB-2""","""Comamonas testosteroni CNB-2 (688245.4)""",Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeFermentative,dcs:BacteriaGramStainTypeNegative,,1164,1541,1168,,,,,688245.0,dcs:DataCollectionPlatformModelSEED,kb|g.2973
bio/COPSP,"""Coprobacillus sp. 29_1""","""Coprobacillus sp. 29_1 (469596.3)""",Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Coprobacillus,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionCommensal,802,1850,1212,Ines Thiele,2012-06-29,4.0,649989924.0,469596.0,dcs:DataCollectionPlatformModelSEED,
bio/COPSP,"""Coprobacillus sp. D7""","""nan""",Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Coprobacillus,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionCommensal,771,1015,846,Ines Thiele,2012-04-20,1.0,646206251.0,556270.0,dcs:DataCollectionPlatformModelSEED,
bio/COPCA,"""Coprococcus catus GD/7""","""Coprococcus catus GD/7 (717962.3)""",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,,843,1783,1276,Laura Kutt,2016-04-18,,650377925.0,717962.0,dcs:DataCollectionPlatformModelSEED,kb|g.3102
bio/COPCO,"""Coprococcus comes ATCC 27758""","""Coprococcus comes ATCC 27758 (470146.3)""",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionCommensal,735,1074,879,Ines Thiele,2012-04-20,1.0,643886116.0,470146.0,dcs:DataCollectionPlatformModelSEED,
bio/COPEU,"""Coprococcus eutactus ATCC 27759""","""Coprococcus eutactus ATCC 27759 (411474.6)""",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionCommensal,601,1688,1172,Ines Thiele,2012-04-20,5.0,641380422.0,411474.0,dcs:DataCollectionPlatformModelSEED,
bio/CORAM,"""Corynebacterium ammoniagenes DSM 20306""","""Corynebacterium ammoniagenes DSM 20306 (649754.3)""",Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionCommensal,780,1606,1215,chenry,2016-04-15,,,649754.0,dcs:DataCollectionPlatformModelSEED,kb|g.2775
bio/CORAY,"""Corynebacterium amycolatum SK46""","""Corynebacterium amycolatum SK46 (553204.6)""",Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionOpportunistic_pathogen,679,1308,1013,chenry,2016-04-15,,642979306.0,553204.0,dcs:DataCollectionPlatformKbase,kb|g.2252
bio/CORAU,"""Corynebacterium aurimucosum ATCC 700975""","""Corynebacterium aurimucosum ATCC 700975 (548476.3)""",Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,,700,1240,975,chenry,2016-04-15,,643692018.0,548476.0,dcs:DataCollectionPlatformKbase,kb|g.2212
bio/CORDU,"""Corynebacterium durum F0235""","""Corynebacterium durum F0235 (1035195.3)""",Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,,673,1204,967,chenry,2016-04-15,,2537561950.0,1035195.0,dcs:DataCollectionPlatformModelSEED,kb|g.29106
bio/CORGL,"""Corynebacterium glucuronolyticum ATCC 51867""","""Corynebacterium glucuronolyticum ATCC 51867 (548477.4)""",Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic,dcs:BacteriaGramStainTypePositive,,720,1237,988,chenry,2016-04-15,,,548477.0,dcs:DataCollectionPlatformModelSEED,kb|g.2213
bio/CORKR,"""Corynebacterium kroppenstedtii DSM 44385""","""Corynebacterium kroppenstedtii DSM 44385 (645127.4)""",Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionPathogen,683,1272,1004,chenry,2016-04-15,,643692019.0,645127.0,dcs:DataCollectionPlatformModelSEED,kb|g.2752
bio/CORPR,"""Corynebacterium propinquum DSM 44285""","""Corynebacterium propinquum DSM 44285 (1121367.3)""",Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionOpportunistic_pathogen,663,1194,975,chenry,2016-04-15,,2515154156.0,1121367.0,dcs:DataCollectionPlatformModelSEED,kb|g.29586
bio/CORST,"""Corynebacterium striatum ATCC 6940""","""Corynebacterium striatum ATCC 6940 (525268.3)""",Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionPathogen,724,1261,995,chenry,2016-04-15,,,525268.0,dcs:DataCollectionPlatformModelSEED,kb|g.1991
bio/CORTU,"""Corynebacterium tuberculostearicum SK141""","""Corynebacterium tuberculostearicum SK141 (553206.4)""",Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionPathogen,653,1157,917,chenry,2016-04-15,,645058719.0,553206.0,dcs:DataCollectionPlatformModelSEED,kb|g.2253
bio/CORUL,"""Corynebacterium ulcerans 809""","""Corynebacterium ulcerans 809 (945711.3)""",Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionOpportunistic_pathogen,669,1168,921,chenry,2016-04-15,,651053019.0,945711.0,dcs:DataCollectionPlatformKbase,kb|g.3796
bio/CORUR,"""Corynebacterium ureicelerivorans""","""nan""",Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,,593,1183,962,chenry,2016-04-15,,2597490209.0,401472.0,dcs:DataCollectionPlatformKbase,kb|g.244935
bio/CROSK,"""Cronobacter sakazakii ATCC BAA-894""","""Cronobacter sakazakii ATCC BAA-894 (290339.8)""",Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Cronobacter,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeFermentative_respiratory,dcs:BacteriaGramStainTypeNegative,,1132,1685,1175,Laura Kutt,2016-04-18,,640753022.0,290339.0,dcs:DataCollectionPlatformModelSEED,kb|g.683
bio/CRYCU,"""Cryptobacterium curtum DSM 15641""","""Cryptobacterium curtum DSM 15641 (469378.4)""",Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Ctyptobacterium,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeAsaccharolytic_nonfermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionCommensal,438,917,777,chenry,2016-04-15,,644736346.0,469378.0,dcs:DataCollectionPlatformModelSEED,kb|g.1643
bio/CURFL,"""Curtobacterium flaccumfaciens UCD-AKU""","""Curtobacterium flaccumfaciens UCD-AKU (1292022.3)""",Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Curtobacterium,dcs:OxygenRequirementStatusObligate_aerobe,dcs:MicrobialMetabolismTypeSaccharolytic,dcs:BacteriaGramStainTypePositive,,820,1319,1026,chenry,2016-04-15,,2547132189.0,1292022.0,dcs:DataCollectionPlatformModelSEED,kb|g.31863
bio/DELAC,"""Delftia acidovorans SPH-1""","""Delftia acidovorans SPH-1 (398578.3)""",Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeFermentative,dcs:BacteriaGramStainTypeNegative,,1319,1692,1214,Laura Kutt,2016-04-18,,641228489.0,398578.0,dcs:DataCollectionPlatformModelSEED,kb|g.1274
bio/DERNI,"""Dermacoccus nishinomiyaensis""","""nan""",Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Dermacoccaceae,Dermacoccus,dcs:OxygenRequirementStatusObligate_aerobe,dcs:MicrobialMetabolismTypeSaccharolytic_respiratory,dcs:BacteriaGramStainTypePositive,,740,1338,1048,chenry,2016-04-15,,2588253755.0,1274.0,dcs:DataCollectionPlatformKbase,kb|g.244937
bio/DESDE,"""Desulfovibrio desulfuricans subsp. desulfuricans DSM 642""","""nan""",Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeFermentative,dcs:BacteriaGramStainTypeNegative,,717,1311,1026,Laura Kutt,2016-04-18,,2524614548.0,1121445.0,dcs:DataCollectionPlatformKbase,kb|g.207114
bio/DESPI,"""Desulfovibrio piger ATCC 29098""","""Desulfovibrio piger ATCC 29098 (411464.8)""",Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,dcs:OxygenRequirementStatusNanaerobe,dcs:MicrobialMetabolismTypeOnly_anaerobic_respiration_with_sulfate_as_electron_acceptor_nonfermentative_asaccharolytic,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,599,980,792,Ines Thiele,2012-08-06,5.0,642979316.0,411464.0,dcs:DataCollectionPlatformModelSEED,
bio/DESSP,"""Desulfovibrio sp. 3_1_syn3""","""Desulfovibrio sp. 3_1_syn3 (457398.5)""",Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,dcs:OxygenRequirementStatusNanaerobe,dcs:MicrobialMetabolismTypeOnly_anaerobic_respiration_with_sulfate_as_electron_acceptor_nonfermentative_asaccharolytic,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,683,1061,840,Ines Thiele,2012-06-29,2.0,2562617147.0,457398.0,dcs:DataCollectionPlatformModelSEED,
bio/DIAIN,"""Dialister invisus DSM 15470""","""Dialister invisus DSM 15470 (592028.3)""",Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeFermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,500,964,788,Laura Kutt,2016-04-18,,,592028.0,dcs:DataCollectionPlatformModelSEED,kb|g.2571
bio/DIASU,"""Dialister succinatiphilus YIT 11850""","""Dialister succinatiphilus YIT 11850 (742743.3)""",Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeFermentative,dcs:BacteriaGramStainTypeNegative,,629,1120,891,Laura Kutt,2016-04-18,,2513237349.0,742743.0,dcs:DataCollectionPlatformModelSEED,kb|g.27482
bio/DIECI,"""Dietzia cinnamea P4""","""nan""",Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Dietziaceae,Dietzia,dcs:OxygenRequirementStatusObligate_aerobe,dcs:MicrobialMetabolismTypeSaccharolytic,dcs:BacteriaGramStainTypePositive,,764,1300,1032,chenry,2016-04-15,,649989929.0,910954.0,dcs:DataCollectionPlatformModelSEED,kb|g.28335
bio/DORFO,"""Dorea formicigenerans ATCC 27755""","""Dorea formicigenerans ATCC 27755 (411461.4)""",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,,762,2072,1356,Laura Kutt,2016-04-18,,641736133.0,411461.0,dcs:DataCollectionPlatformModelSEED,kb|g.1356
bio/DORLO,"""Dorea longicatena DSM 13814""","""Dorea longicatena DSM 13814 (411462.6)""",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionCommensal,697,1536,1131,Ines Thiele,2012-06-29,3.0,640963046.0,411462.0,dcs:DataCollectionPlatformModelSEED,
bio/DYABE,"""Dyadobacter beijingensis DSM 21582""","""Dyadobacter beijingensis DSM 21582 (1121482.3)""",Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,dcs:OxygenRequirementStatusAerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,,1020,1463,1114,,,,,1121482.0,dcs:DataCollectionPlatformModelSEED,kb|g.29596
bio/DYAFE,"""Dyadobacter fermentans DSM 18053""","""Dyadobacter fermentans DSM 18053 (471854.5)""",Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,dcs:OxygenRequirementStatusAerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,,974,1500,1127,,,,,471854.0,dcs:DataCollectionPlatformModelSEED,kb|g.1690
bio/DYSGA,"""Dysgonomonas gadei ATCC BAA-286""","""Dysgonomonas gadei ATCC BAA-286 (742766.3)""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Dysgonomonas,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,,834,2280,1421,chenry,2016-04-15,,651324026.0,742766.0,dcs:DataCollectionPlatformModelSEED,kb|g.3127
